listing_id,title,price,currency,bedrooms,bathrooms,area_m2,furnished,floor,location,details_raw,url
280401491,39 m2 Studio Apartments for Rent in Amman Jubaiha,180,JOD,0,1,39,Furnished,Second Floor,"Jubaiha, Amman",Studio | One Bathroom | Furnished | Surface Area: 39 m2 | Second Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280401491
279609465,80 m2 2 Bedrooms Apartments for Rent in Amman Medina Street,80,JOD,2,1,80,Furnished,First Floor,"Medina Street, Amman",2 Bedrooms | One Bathroom | Furnished | Surface Area: 80 m2 | First Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/279609465
280382451,35 m2 Studio Apartments for Rent in Amman Jubaiha,18,JOD,0,1,35,Furnished,Second Floor,"Jubaiha, Amman",Studio | One Bathroom | Furnished | Surface Area: 35 m2 | Second Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280382451
280229011,88 m2 2 Bedrooms Apartments for Rent in Amman Khalda,6200,JOD,2,2,88,Furnished,Third Floor,"Khalda, Amman",2 Bedrooms | 2 Bathrooms | Furnished | Surface Area: 88 m2 | Third Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280229011
278536945,60 m2 Studio Apartments for Rent in Amman 7th Circle,35,JOD,0,1,60,Furnished,Ground Floor,"7th Circle, Amman",Studio | One Bathroom | Furnished | Surface Area: 60 m2 | Ground Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/278536945
280299631,Furnished Apartments for Rent – Al Weibdeh / Near Paris Circle – Amman,525,JOD,2,1,70,Furnished,Third Floor,"Jabal Al-Lweibdeh, Amman",2 Bedrooms | One Bathroom | Furnished | Surface Area: 70 m2 | Third Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280299631
279871025,110 m2 2 Bedrooms Apartments for Rent in Amman Abdoun,14000,JOD,2,2,110,Furnished,Second Floor,"Abdoun, Amman",2 Bedrooms | 2 Bathrooms | Furnished | Surface Area: 110 m2 | Second Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/279871025
280348365,87 m2 2 Bedrooms Apartments for Rent in Amman Abdoun,1500,JOD,2,2,87,Furnished,Third Floor,"Abdoun, Amman",2 Bedrooms | 2 Bathrooms | Furnished | Surface Area: 87 m2 | Third Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280348365
280589055,250 m2 4 Bedrooms Apartments for Rent in Amman Khalda,10000,JOD,4,,250,Unfurnished,Ground Floor,"Khalda, Amman",4 Bedrooms | 5+ Bathrooms | Unfurnished | Surface Area: 250 m2 | Ground Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280589055
280349149,100 m2 2 Bedrooms Apartments for Rent in Amman Abdoun,,,2,2,100,Furnished,Second Floor,"Abdoun, Amman",2 Bedrooms | 2 Bathrooms | Furnished | Surface Area: 100 m2 | Second Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280349149
280349097,120 m2 2 Bedrooms Apartments for Rent in Amman Abdoun,9000,JOD,2,2,120,Furnished,Ground Floor,"Abdoun, Amman",2 Bedrooms | 2 Bathrooms | Furnished | Surface Area: 120 m2 | Ground Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280349097
280060969,60 m2 1 Bedroom Apartments for Rent in Amman 7th Circle,350,JOD,1,1,60,Furnished,Ground Floor,"7th Circle, Amman",1 Bedroom | One Bathroom | Furnished | Surface Area: 60 m2 | Ground Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280060969
280399139,85 m2 2 Bedrooms Apartments for Rent in Amman Tla' Ali,530,JOD,2,2,85,Furnished,Second Floor,"Tla' Ali, Amman",2 Bedrooms | 2 Bathrooms | Furnished | Surface Area: 85 m2 | Second Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280399139
280347541,85 m2 2 Bedrooms Apartments for Rent in Amman Wadi Al Haddadeh,175,JOD,2,1,85,Unfurnished,Third Floor,"Wadi Al Haddadeh, Amman",2 Bedrooms | One Bathroom | Unfurnished | Surface Area: 85 m2 | Third Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280347541
280161205,50 m2 Studio Apartments for Rent in Amman 7th Circle,25,JOD,0,1,50,Furnished,Fourth Floor,"7th Circle, Amman",Studio | One Bathroom | Furnished | Surface Area: 50 m2 | Fourth Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280161205
280125077,75 m2 1 Bedroom Apartments for Rent in Amman Shmaisani,4900,JOD,1,2,75,Furnished,First Floor,"Shmaisani, Amman",1 Bedroom | 2 Bathrooms | Furnished | Surface Area: 75 m2 | First Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280125077
279907439,100 m2 2 Bedrooms Apartments for Rent in Amman Abdoun,10000,JOD,2,2,100,Unfurnished,Fourth Floor,"Abdoun, Amman",2 Bedrooms | 2 Bathrooms | Unfurnished | Surface Area: 100 m2 | Fourth Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/279907439
280012395,35 m2 1 Bedroom Apartments for Rent in Amman Shmaisani,25,JOD,1,1,35,Furnished,Second Floor,"Shmaisani, Amman",1 Bedroom | One Bathroom | Furnished | Surface Area: 35 m2 | Second Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280012395
280080989,275 m2 3 Bedrooms Apartments for Rent in Amman Shmaisani,800,JOD,3,4,275,Furnished,Ground Floor,"Shmaisani, Amman",3 Bedrooms | 4 Bathrooms | Furnished | Surface Area: 275 m2 | Ground Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280080989
279958061,100 m2 2 Bedrooms Apartments for Rent in Amman Abdoun,8500,JOD,2,2,100,Unfurnished,Ground Floor,"Abdoun, Amman",2 Bedrooms | 2 Bathrooms | Unfurnished | Surface Area: 100 m2 | Ground Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/279958061
279215683,185 m2 3 Bedrooms Apartments for Rent in Amman Airport Road - Manaseer Gs,9000,JOD,3,3,185,Unfurnished,Second Floor,"Airport Road - Manaseer Gs, Amman",3 Bedrooms | 3 Bathrooms | Unfurnished | Surface Area: 185 m2 | Second Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/279215683
279876151,130 m2 3 Bedrooms Apartments for Rent in Amman Deir Ghbar,149,JOD,3,2,130,Furnished,First Floor,"Deir Ghbar, Amman",3 Bedrooms | 2 Bathrooms | Furnished | Surface Area: 130 m2 | First Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/279876151
280445631,50 m2 1 Bedroom Apartments for Rent in Amman University Street,200,JOD,1,1,50,Unfurnished,Ground Floor,"University Street, Amman",1 Bedroom | One Bathroom | Unfurnished | Surface Area: 50 m2 | Ground Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280445631
280067339,40 m2 Studio Apartments for Rent in Amman Jubaiha,325,JOD,0,1,40,Furnished,Ground Floor,"Jubaiha, Amman",Studio | One Bathroom | Furnished | Surface Area: 40 m2 | Ground Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280067339
280572877,40 m2 Studio Apartments for Rent in Amman Jubaiha,330,JOD,0,1,40,Furnished,First Floor,"Jubaiha, Amman",Studio | One Bathroom | Furnished | Surface Area: 40 m2 | First Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280572877
280736764,80 m2 2 Bedrooms Apartments for Rent in Amman Abdoun,7000,JOD,2,2,80,Furnished,First Floor,"Abdoun, Amman",2 Bedrooms | 2 Bathrooms | Furnished | Surface Area: 80 m2 | First Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280736764
257495729,50 m2 Studio Apartments for Rent in Amman Jubaiha,15,JOD,0,1,50,Furnished,Fifth Floor,"Jubaiha, Amman",Studio | One Bathroom | Furnished | Surface Area: 50 m2 | Fifth Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/257495729
264813525,50 m2 Studio Apartments for Rent in Amman Jubaiha,25,JOD,0,1,50,Furnished,Ground Floor,"Jubaiha, Amman",Studio | One Bathroom | Furnished | Surface Area: 50 m2 | Ground Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/264813525
280738844,175 m2 3 Bedrooms Apartments for Rent in Amman 7th Circle,750,JOD,3,3,175,Furnished,Third Floor,"7th Circle, Amman",3 Bedrooms | 3 Bathrooms | Furnished | Surface Area: 175 m2 | Third Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280738844
276860081,140 m2 2 Bedrooms Apartments for Rent in Amman Al Rabiah,350,JOD,2,2,140,Unfurnished,Third Floor,"Al Rabiah, Amman",2 Bedrooms | 2 Bathrooms | Unfurnished | Surface Area: 140 m2 | Third Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/276860081
280636537,150 m2 4 Bedrooms Apartments for Rent in Amman Tabarboor,290,JOD,4,2,150,Unfurnished,First Floor,"Tabarboor, Amman",4 Bedrooms | 2 Bathrooms | Unfurnished | Surface Area: 150 m2 | First Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280636537
279960159,150 m2 3 Bedrooms Apartments for Rent in Amman Jubaiha,4300,JOD,3,3,150,Unfurnished,Semi Ground Floor,"Jubaiha, Amman",3 Bedrooms | 3 Bathrooms | Unfurnished | Surface Area: 150 m2 | Semi Ground Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/279960159
280346013,90 m2 2 Bedrooms Apartments for Rent in Amman 7th Circle,600,JOD,2,2,90,Furnished,Third Floor,"7th Circle, Amman",2 Bedrooms | 2 Bathrooms | Furnished | Surface Area: 90 m2 | Third Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280346013
280002605,175 m2 3 Bedrooms Apartments for Rent in Amman Jubaiha,6000,JOD,3,3,175,Unfurnished,First Floor,"Jubaiha, Amman",3 Bedrooms | 3 Bathrooms | Unfurnished | Surface Area: 175 m2 | First Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280002605
280785458,118 m2 3 Bedrooms Apartments for Rent in Amman Shmaisani,600,JOD,3,3,118,Furnished,Third Floor,"Shmaisani, Amman",3 Bedrooms | 3 Bathrooms | Furnished | Surface Area: 118 m2 | Third Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280785458
273948867,40 m2 Studio Apartments for Rent in Amman Shmaisani,280,JOD,0,1,40,Furnished,First Floor,"Shmaisani, Amman",Studio | One Bathroom | Furnished | Surface Area: 40 m2 | First Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/273948867
279688909,85 m2 2 Bedrooms Apartments for Rent in Amman University Street,,,2,1,85,Furnished,First Floor,"University Street, Amman",2 Bedrooms | One Bathroom | Furnished | Surface Area: 85 m2 | First Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/279688909
280632821,95 m2 2 Bedrooms Apartments for Rent in Amman Abdoun,899,JOD,2,2,95,Furnished,Semi Ground Floor,"Abdoun, Amman",2 Bedrooms | 2 Bathrooms | Furnished | Surface Area: 95 m2 | Semi Ground Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280632821
268582925,25 m2 Studio Apartments for Rent in Amman University Street,170,JOD,0,1,25,Furnished,First Floor,"University Street, Amman",Studio | One Bathroom | Furnished | Surface Area: 25 m2 | First Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/268582925
168063950,Elite Apartments In The Heart Of The Diplomatic Area,12000,JOD,2,2,110,Furnished,Ground Floor,"Abdoun, Amman",2 Bedrooms | 2 Bathrooms | Furnished | Surface Area: 110 m2 | Ground Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/168063950
280097469,270 m2 4 Bedrooms Apartments for Rent in Amman Dahiet Al Ameer Rashed,,,4,3,270,Unfurnished,Second Floor,"Dahiet Al Ameer Rashed, Amman",4 Bedrooms | 3 Bathrooms | Unfurnished | Surface Area: 270 m2 | Second Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280097469
279571231,170 m2 3 Bedrooms Apartments for Rent in Amman 7th Circle,,,3,3,170,Furnished,First Floor,"7th Circle, Amman",3 Bedrooms | 3 Bathrooms | Furnished | Surface Area: 170 m2 | First Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/279571231
280486883,110 m2 2 Bedrooms Apartments for Rent in Amman Deir Ghbar,7200,JOD,2,2,110,Furnished,Second Floor,"Deir Ghbar, Amman",2 Bedrooms | 2 Bathrooms | Furnished | Surface Area: 110 m2 | Second Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280486883
280682745,175 m2 3 Bedrooms Apartments for Rent in Amman Al Sahl,4200,JOD,3,2,175,Unfurnished,Third Floor,"Al Sahl, Amman",3 Bedrooms | 2 Bathrooms | Unfurnished | Surface Area: 175 m2 | Third Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280682745
260038859,130 m2 2 Bedrooms Apartments for Rent in Amman Al Hashmi Al Shamali,,,2,1,130,Furnished,First Floor,"Al Hashmi Al Shamali, Amman",2 Bedrooms | One Bathroom | Furnished | Surface Area: 130 m2 | First Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/260038859
280783052,100 m2 2 Bedrooms Apartments for Rent in Amman Um Uthaiena,450,JOD,2,2,100,Furnished,Fourth Floor,"Um Uthaiena, Amman",2 Bedrooms | 2 Bathrooms | Furnished | Surface Area: 100 m2 | Fourth Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280783052
279766379,35 m2 Studio Apartments for Rent in Amman Dahiet Al Ameer Rashed,335,JOD,0,1,35,Furnished,First Floor,"Dahiet Al Ameer Rashed, Amman",Studio | One Bathroom | Furnished | Surface Area: 35 m2 | First Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/279766379
279813545,260 m2 3 Bedrooms Apartments for Rent in Amman Um El Summaq,7500,JOD,3,4,260,Unfurnished,Third Floor,"Um El Summaq, Amman",3 Bedrooms | 4 Bathrooms | Unfurnished | Surface Area: 260 m2 | Third Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/279813545
280290891,150 m2 3 Bedrooms Apartments for Rent in Amman Marj El Hamam,570,JOD,3,3,150,Furnished,Third Floor,"Marj El Hamam, Amman",3 Bedrooms | 3 Bathrooms | Furnished | Surface Area: 150 m2 | Third Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280290891
279956739,50 m2 Studio Apartments for Rent in Amman Jubaiha,15,JOD,0,1,50,Furnished,Semi Ground Floor,"Jubaiha, Amman",Studio | One Bathroom | Furnished | Surface Area: 50 m2 | Semi Ground Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/279956739
280579371,1 m2 1 Bedroom Apartments for Rent in Amman Tla' Ali,205,JOD,1,1,1,Unfurnished,Third Floor,"Tla' Ali, Amman",1 Bedroom | One Bathroom | Unfurnished | Surface Area: 1 m2 | Third Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280579371
279518391,80 m2 2 Bedrooms Apartments for Rent in Amman University Street,330,JOD,2,1,80,Furnished,First Floor,"University Street, Amman",2 Bedrooms | One Bathroom | Furnished | Surface Area: 80 m2 | First Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/279518391
279767197,140 m2 3 Bedrooms Apartments for Rent in Amman Jubaiha,400,JOD,3,2,140,Unfurnished,Third Floor,"Jubaiha, Amman",3 Bedrooms | 2 Bathrooms | Unfurnished | Surface Area: 140 m2 | Third Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/279767197
240765339,50 m2 1 Bedroom Apartments for Rent in Amman 7th Circle,20,JOD,1,1,50,Furnished,Third Floor,"7th Circle, Amman",1 Bedroom | One Bathroom | Furnished | Surface Area: 50 m2 | Third Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/240765339
280234143,50 m2 Studio Apartments for Rent in Amman Jubaiha,25,JOD,0,1,50,Furnished,First Floor,"Jubaiha, Amman",Studio | One Bathroom | Furnished | Surface Area: 50 m2 | First Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280234143
280391703,50 m2 1 Bedroom Apartments for Rent in Amman 7th Circle,350,JOD,1,1,50,Furnished,Second Floor,"7th Circle, Amman",1 Bedroom | One Bathroom | Furnished | Surface Area: 50 m2 | Second Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/280391703
278937073,200 m2 5 Bedrooms Apartments for Rent in Amman Abu Nsair,25,JOD,5,3,200,Furnished,Ground Floor,"Abu Nsair, Amman",5 Bedrooms | 3 Bathrooms | Furnished | Surface Area: 200 m2 | Ground Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/278937073
279719783,110 m2 2 Bedrooms Apartments for Rent in Amman Al Rabiah,5200,JOD,2,2,110,Unfurnished,Third Floor,"Al Rabiah, Amman",2 Bedrooms | 2 Bathrooms | Unfurnished | Surface Area: 110 m2 | Third Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/279719783
279620363,120 m2 3 Bedrooms Apartments for Rent in Amman Jubaiha,25,JOD,3,2,120,Furnished,First Floor,"Jubaiha, Amman",3 Bedrooms | 2 Bathrooms | Furnished | Surface Area: 120 m2 | First Floor | For Rent | Apartments,https://jo.opensooq.com/en/search/279620363
